Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB8134,Data Scientist,Amazon,Hyderabad,8-12 LPA,2-5 years,LinkedIn,407,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,jobs@jobssmail.com,1,missing_description
JOB8135,Product Manager,Wipro,Kolkata,20+ LPA,5-10 years,Naukri.com,405,Medium (51-500),Competitive role with clear growth path and mentorship.,contact@hiremefast.co,1,"missing_description,company_salary_mismatch"
JOB8136,Sales Representative,Infosys,Noida,3-5 LPA,5-10 years,LinkedIn,445,Small (1-50),Applicants should have relevant technical skills and industry exposure.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8137,Business Analyst,,Pune,8-12 LPA,10+ years,Naukri.com,443,Medium (51-500),Competitive role with clear growth path and mentorship.,apply@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB8138,Data Scientist,Confidential,Remote,20+ LPA,2-5 years,Naukri.com,334,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,apply@outlook.com,1,"email_suspicious,missing_description,vague_company,company_salary_mismatch"
JOB8139,Data Scientist,Google,Chennai,3-5 LPA,5-10 years,LinkedIn,109,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,career@hiremefast.co,1,missing_description
JOB8140,Business Analyst,Microsoft,Noida,20+ LPA,2-5 years,Indeed,206,Large (500+),No experience required! Apply now and start earning today!,apply@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8141,Graphic Designer,Deloitte,Anywhere,20+ LPA,10+ years,LinkedIn,90,Medium (51-500),Looking for experienced professionals to join our growing team.,admin@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8142,Marketing Executive,Confidential,Remote,8-12 LPA,2-5 years,Naukri.com,175,Small (1-50),Role requires domain expertise and strong communication skills.,hr@jobssmail.com,1,"missing_description,vague_company"
JOB8143,Business Analyst,IBM,Hyderabad,12-20 LPA,5-10 years,LinkedIn,63,Large (500+),Join us to build the next generation of solutions in your field.,jobs@privatte.com,1,missing_description
JOB8144,Graphic Designer,Private,Chennai,5-8 LPA,10+ years,Indeed,228,Large (500+),Role requires domain expertise and strong communication skills.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8145,Marketing Executive,Microsoft,Jaipur,20+ LPA,5-10 years,Naukri.com,418,Small (1-50),Role requires domain expertise and strong communication skills.,career@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8146,Graphic Designer,IBM,Bangalore,5-8 LPA,5-10 years,LinkedIn,353,Large (500+),Applicants should have relevant technical skills and industry exposure.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8147,Data Scientist,TCS,Hyderabad,3-5 LPA,2-5 years,Indeed,271,Medium (51-500),Competitive role with clear growth path and mentorship.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8148,Business Analyst,Accenture,Remote,12-20 LPA,5-10 years,Indeed,263,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,contact@gmaill.com,1,missing_description
JOB8149,Data Scientist,,Ahmedabad,5-8 LPA,2-5 years,LinkedIn,419,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,contact@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8150,Graphic Designer,Google,Chennai,8-12 LPA,10+ years,Indeed,316,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8151,Cyber Security Analyst,Amazon,Jaipur,3-5 LPA,2-5 years,LinkedIn,123,Large (500+),Limited slots available! Click here to apply fast!,hr@gmaill.com,1,missing_description
JOB8152,Data Scientist,Accenture,Noida,8-12 LPA,2-5 years,LinkedIn,183,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB8153,Graphic Designer,TCS,,20+ LPA,0-2 years,LinkedIn,424,Medium (51-500),Looking for experienced professionals to join our growing team.,hiring@hiremefast.co,1,"missing_description,location_missing,company_salary_mismatch"
JOB8154,Marketing Executive,IBM,Hyderabad,20+ LPA,5-10 years,Indeed,424,Large (500+),"No expreience required, immediate joiners welcome! Apply now!",team@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8155,Software Engineer,Confidential,Jaipur,3-5 LPA,0-2 years,Indeed,155,Medium (51-500),Easy pay and work opportunity for students — apply now!,apply@gmail.com,1,"email_suspicious,missing_description,vague_company,trigger_keyword"
JOB8156,Cyber Security Analyst,Wipro,Jaipur,20+ LPA,0-2 years,LinkedIn,43,Medium (51-500),Urgent hiring — start immediately without any qualifications!,contact@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8157,Data Scientist,TCS,Delhi,20+ LPA,10+ years,LinkedIn,214,Medium (51-500),Looking for experienced professionals to join our growing team.,hiring@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8158,Marketing Executive,TCS,Delhi,12-20 LPA,5-10 years,Indeed,456,Small (1-50),Applicants should have relevant technical skills and industry exposure.,recruitment@hiremefast.co,1,missing_description
JOB8159,Product Manager,Deloitte,Noida,20+ LPA,5-10 years,Naukri.com,147,Large (500+),Looking for experienced professionals to join our growing team.,career@gmail.com,1,"email_suspicious,missing_description"
JOB8160,Cyber Security Analyst,Infosys,Jaipur,8-12 LPA,2-5 years,LinkedIn,55,Large (500+),Looking for experienced professionals to join our growing team.,apply@outlok.com,1,missing_description
JOB8161,Data Scientist,Wipro,Remote,20+ LPA,2-5 years,Indeed,106,Small (1-50),Pay and work with flexible hours — earn money fast!,career@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8162,Software Engineer,Infosys,Chennai,12-20 LPA,0-2 years,Naukri.com,66,Large (500+),Role requires domain expertise and strong communication skills.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8163,Software Engineer,HCL,Jaipur,12-20 LPA,10+ years,Naukri.com,210,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,jobs@privatte.com,1,missing_description
JOB8164,Software Engineer,Amazon,Delhi,20+ LPA,0-2 years,Indeed,424,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,hiring@hiremefast.co,1,"missing_description,company_salary_mismatch"
JOB8165,HR Manager,Amazon,Jaipur,3-5 LPA,0-2 years,Naukri.com,109,Small (1-50),Role requires domain expertise and strong communication skills.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB8166,Data Scientist,Amazon,Kolkata,3-5 LPA,10+ years,Indeed,445,Medium (51-500),Urgent hiring — start immediately without any qualifications!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB8167,Financial Analyst,TCS,Hyderabad,12-20 LPA,2-5 years,Indeed,183,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB8168,Marketing Executive,Wipro,Jaipur,5-8 LPA,2-5 years,Indeed,341,Medium (51-500),Looking for experienced professionals to join our growing team.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8169,Data Scientist,Google,Bangalore,5-8 LPA,5-10 years,Naukri.com,214,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB8170,Marketing Executive,Microsoft,Jaipur,5-8 LPA,0-2 years,Naukri.com,56,Large (500+),We value innovation and collaboration in a fast-paced environment.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8171,Data Scientist,HCL,,20+ LPA,10+ years,Indeed,169,Small (1-50),Limited slots available! Click here to apply fast!,apply@gmail.com,1,"email_suspicious,missing_description,location_missing,company_salary_mismatch"
JOB8172,Sales Representative,Deloitte,Kolkata,12-20 LPA,0-2 years,Naukri.com,283,Medium (51-500),Join us to build the next generation of solutions in your field.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8173,HR Manager,Microsoft,Pune,3-5 LPA,2-5 years,Naukri.com,216,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,career@outlook.com,1,"email_suspicious,missing_description"
JOB8174,Graphic Designer,Google,Kolkata,5-8 LPA,2-5 years,Naukri.com,407,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB8175,Graphic Designer,Amazon,Ahmedabad,3-5 LPA,10+ years,Naukri.com,93,Small (1-50),Applicants should have relevant technical skills and industry exposure.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB8176,Sales Representative,TCS,Multiple Locations,8-12 LPA,10+ years,Naukri.com,394,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",team@gmail.com,1,"email_suspicious,missing_description,location_multiple_inconsistent,trigger_keyword"
JOB8177,Cyber Security Analyst,Infosys,Hyderabad,8-12 LPA,10+ years,LinkedIn,380,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB8178,Marketing Executive,Amazon,Delhi,5-8 LPA,0-2 years,Indeed,300,Small (1-50),Applicants should have relevant technical skills and industry exposure.,admin@gmaill.com,1,missing_description
JOB8179,Business Analyst,Google,Mumbai,3-5 LPA,0-2 years,LinkedIn,404,Medium (51-500),No experience required! Apply now and start earning today!,team@hiremefast.co,1,"missing_description,trigger_keyword"
JOB8180,Graphic Designer,Deloitte,Noida,20+ LPA,0-2 years,Naukri.com,39,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8181,Business Analyst,Wipro,Remote,3-5 LPA,5-10 years,Indeed,213,Medium (51-500),Competitive role with clear growth path and mentorship.,recruitment@privatte.com,1,missing_description
JOB8182,Software Engineer,Microsoft,Jaipur,5-8 LPA,5-10 years,Naukri.com,72,Medium (51-500),Pay and work with flexible hours — earn money fast!,contact@gmail.com,1,"email_suspicious,missing_description"
JOB8183,Software Engineer,Deloitte,,8-12 LPA,10+ years,Naukri.com,30,Medium (51-500),Looking for experienced professionals to join our growing team.,hr@hiremefast.co,1,"missing_description,location_missing"
JOB8184,Business Analyst,IBM,,3-5 LPA,0-2 years,Naukri.com,261,Large (500+),Limited slots available! Click here to apply fast!,career@hiremefast.co,1,"missing_description,location_missing"
JOB8185,Cyber Security Analyst,Deloitte,Kolkata,20+ LPA,5-10 years,Naukri.com,289,Small (1-50),Join us to build the next generation of solutions in your field.,recruitment@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8186,Software Engineer,TCS,Kolkata,3-5 LPA,0-2 years,Indeed,67,Small (1-50),Competitive role with clear growth path and mentorship.,recruitment@outlok.com,1,missing_description
JOB8187,HR Manager,Deloitte,,8-12 LPA,0-2 years,LinkedIn,402,Medium (51-500),Urgent hiring — start immediately without any qualifications!,recruitment@private.com,1,"missing_description,location_missing"
JOB8188,Graphic Designer,Private,Bangalore,3-5 LPA,0-2 years,LinkedIn,379,Large (500+),Urgent hiring — start immediately without any qualifications!,career@outlook.com,1,"email_suspicious,missing_description"
JOB8189,Sales Representative,Microsoft,Bangalore,20+ LPA,10+ years,Naukri.com,308,Medium (51-500),Competitive role with clear growth path and mentorship.,recruitment@privatte.com,1,"missing_description,company_salary_mismatch"
JOB8190,Marketing Executive,Infosys,Ahmedabad,8-12 LPA,10+ years,LinkedIn,222,Large (500+),Pay and work with flexible hours — earn money fast!,team@private.com,1,missing_description
JOB8191,Sales Representative,IBM,Delhi,3-5 LPA,10+ years,LinkedIn,303,Large (500+),Work from home and get paid weekly — easy money!,apply@private.com,1,missing_description
JOB8192,Financial Analyst,Wipro,Kolkata,20+ LPA,2-5 years,Naukri.com,102,Small (1-50),Applicants should have relevant technical skills and industry exposure.,jobs@privatte.com,1,"missing_description,company_salary_mismatch"
JOB8193,Financial Analyst,Wipro,Chennai,5-8 LPA,5-10 years,LinkedIn,112,Medium (51-500),Join us to build the next generation of solutions in your field.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8194,Sales Representative,Deloitte,Multiple Locations,3-5 LPA,2-5 years,Indeed,62,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,team@outlok.com,1,missing_description
JOB8195,Financial Analyst,Infosys,Delhi,12-20 LPA,5-10 years,Naukri.com,455,Small (1-50),Urgent hiring — start immediately without any qualifications!,career@gmail.com,1,"email_suspicious,missing_description"
JOB8196,Data Scientist,Infosys,Mumbai,12-20 LPA,10+ years,Naukri.com,452,Medium (51-500),Easy pay and work opportunity for students — apply now!,apply@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8197,Marketing Executive,Google,Bangalore,5-8 LPA,5-10 years,LinkedIn,236,Medium (51-500),Join us to build the next generation of solutions in your field.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB8198,Sales Representative,Amazon,Pune,3-5 LPA,10+ years,Indeed,417,Medium (51-500),Join us to build the next generation of solutions in your field.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB8199,Cyber Security Analyst,Private,Jaipur,8-12 LPA,10+ years,Indeed,474,Large (500+),Competitive role with clear growth path and mentorship.,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB8200,Software Engineer,HCL,Mumbai,20+ LPA,0-2 years,Indeed,296,Small (1-50),Looking for experienced professionals to join our growing team.,hr@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8201,Cyber Security Analyst,Wipro,Chennai,20+ LPA,0-2 years,Naukri.com,468,Large (500+),Looking for experienced professionals to join our growing team.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB8202,HR Manager,Amazon,Remote,5-8 LPA,0-2 years,Indeed,206,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8203,HR Manager,Amazon,Pune,8-12 LPA,2-5 years,LinkedIn,89,Small (1-50),Role requires domain expertise and strong communication skills.,apply@gmaill.com,1,missing_description
JOB8204,Software Engineer,Google,Hyderabad,12-20 LPA,0-2 years,LinkedIn,99,Large (500+),Join us to build the next generation of solutions in your field.,hr@gmail.com,1,"email_suspicious,missing_description"
